Clinical Annotation ID	Date (YYYY-MM-DD)	Type	Comment
655386869	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655386873	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655386873	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655386888	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655386888	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655386244	2021-02-10	Update	Minor edits to phenotype descriptions
655386244	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655386612	2017-05-03	Update	Added PMID 28448657
655386612	2020-08-06	Update	Changed CA to be on ototoxicity only. Moved other VAs to new CAs. Changed LOE to 3.
655386612	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655386639	2016-12-06	Update	
655386639	2018-11-05	Update	Replaced variant annotations 827784148 and 827784157 with variant annotation 1449754461, which contains the same information but in the current annotation format.
655386639	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655386661	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655386661	2020-05-20	Update	Made text more specific and fixed comparison genotypes based on VA refinement.
655386661	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655386657	2017-12-07	Update	Added PMID 28743242, 24224851, 27248474, 27636246 and changed wording
655386657	2018-06-18	Update	Added PMID 22026922, 25232828, 24224851, 28743242 and added "when treated with platinum-based therapies" to summaries.
655386657	2018-11-05	Update	Replaced variant annotations 827784178 and 827784173 with variant annotation 1449754452, which contains the same information but in the current annotation format.
655386657	2020-08-05	Update	Restricted to response phenotypes
655386657	2021-03-24	Update	CA score added as part of scoring system release. LOE assigned following curator review.
655387949	2017-11-06	Update	Added PMID 28525903
655387949	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387949	2021-04-01	Update	Updated phenotype descriptions, changed phenotype category to PK
655387949	2021-06-23	Update	Added PMIDs 25098908, 29791011 and 31870219 to evidence. Edited phenotype descriptions.
655387949	2021-12-13	Update	Added PMID 33501733 to evidence
655386969	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655386969	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655386981	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655386981	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387942	2017-12-20	Update	updating ClinVar submission data
655387942	2020-08-24	Update	separated PK evidence from toxicity evidence
655387942	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387942	2022-01-04	Update	Added PMID 34346513 to evidence and removed PMID 22846425. Rewrote phenotype descriptions to fit LOE 4 template.
655386990	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655386995	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655386999	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387004	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655387004	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387009	2018-07-10	Update	Added PMID 29938344
655387009	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387014	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387023	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655387023	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387027	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655387027	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
699639332	2018-05-14	Update	Added PMID 29683944
699639332	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
699639332	2021-06-23	Update	Changed CA to be on toxicity only. Other VAs have been moved to new CAs. Tagged conflicting evidence and rewrote phenotype descriptions to fit LOE 4 template.
699639332	2021-06-24	Update	Added PMID 21387541 to evidence
699639332	2021-06-24	Update	Added PMID 21534867 to evidence.
699639332	2021-09-27	Update	Added PMID 22074251 to evidence.
699639332	2021-10-13	Update	Added PMID 25177243 to evidence.
699639332	2021-10-19	Update	Added PMID 30684021 to evidence.
699639332	2021-10-21	Update	Added PMID 32695297 to evidence and rewrote phenotype descriptions as CA has moved to LOE 3.
699639332	2022-01-04	Update	Added PMID 34346513 to evidence.
699639332	2022-01-04	Update	Added PMID 33841551 to evidence. Rewrote phenotype descriptions to fit LOE 4 template.
655387221	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387229	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387237	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387257	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387672	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655387672	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387688	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655387688	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387767	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655387767	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
699639249	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
699639249	2022-03-22	Update	Rewrote CA to be on star alleles
655387821	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655387821	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387825	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655387825	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387835	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387839	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387876	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655387876	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655388022	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655388510	2017-11-13	Update	Added PMID 28673279
655388510	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
699639328	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
699639336	2016-06-23	Update	Included newer studies and re-wrote the annotation with a different direction of effect based on newer studies.
699639336	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
699639343	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
699639347	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
699639351	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
699642190	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
699642190	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
769143802	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
769171387	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
769171387	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
769171582	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
769171582	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387245	2017-10-20	Update	Added gender specific annotations
655387245	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387245	2021-03-25	Update	Added gene tag.
655387938	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387938	2021-04-01	Update	Removed duplicate VA from PMID 19901119
655386985	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655386985	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655386985	2021-04-14	Update	Added PMID 32448869 to evidence and updated phenotype descriptions
655386961	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655386961	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655386961	2021-04-14	Update	Added PMID 32448869 to evidence and updated phenotype descriptions
655386945	2017-07-05	Update	
655386945	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655386945	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387053	2017-11-07	Update	Added PMID 29043387
655387053	2018-06-18	Update	Added PMID 28952408, 29135906, 29441922
655387053	2021-02-08	Update	Changed to star allele and dosage evidence only
655387053	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387798	2017-12-20	Update	updating ClinVar submission data
655387798	2018-06-22	Update	Added PMID 29737521
655387798	2019-10-28	Update	Separated lorazepam/ oxazepam into two individual annotations per drug with evidence level 3.
655387798	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387895	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655387895	2021-10-19	Update	Added PMID 30684021 to evidence and tagged conflicting evidence. Rewrote phenotype descriptions to fit new standards and updated phenotype tags.
637879869	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
613976848	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
613976848	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
613977037	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
613977037	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
613977064	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
613977064	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
613979021	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
613979021	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
613979403	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
613979403	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
618376538	2017-12-05	Update	Added evidence from PMID 29196725
618376538	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
618376538	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
619523389	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
619523400	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
619523414	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
619523414	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
619523422	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
619523422	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879590	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879595	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879637	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
637879637	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879864	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879932	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
637879932	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879937	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
637879937	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879942	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
637879942	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879947	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
637879947	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879952	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
637879952	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879957	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
637879957	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879962	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
637879962	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879967	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
637879967	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879631	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879785	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
637879785	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879972	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
637879972	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879977	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
637879977	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879982	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
637879982	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879987	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
637879987	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879992	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
637879992	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879997	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
637879997	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
613976757	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
613978937	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
613979643	2021-02-09	Update	Formatted text to new template. Added rs number to text.
613979643	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
619523395	2015-07-31	Note	Although therapeutic indications for bisphosphonates and atorvastatin are different, both aminobisphosphonates and statins target enzymes in the mevalonate pathway, which is critical for bone homeostasis. For this reason, these two drugs have been combined for this clinical annotation.
619523395	2016-06-22	Update	
619523395	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
619523395	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637879879	2018-06-18	Update	Added PMID 25126975, changed OMB "race" from Black or African-American to Mixed Population, and updated wording in summary to reflect this.
637879879	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637880014	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
637880014	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384011	2018-03-20	Update	Edited annotation text
655384011	2020-08-12	Update	Moved PK VAs to a different CA and removed duplicate VAs. Added PMIDs 27839692 and 28812116 to evidence. Edited phenotype descriptions
655384011	2021-01-25	Update	added guideline as evidence, updated text
655384011	2021-03-24	Update	CA score added as part of scoring system release. LOE assigned following curator review.
655384011	2021-04-07	Update	updated text
655384011	2022-02-14	Note	Second curator check following addition of CPIC guideline to evidence.
637880217	2017-01-27	Update	
637880217	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637880226	2017-01-27	Update	
637880226	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637880243	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637880250	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637880258	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637880263	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637880267	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637880078	2020-05-05	Update	Added PMID 31666714 to evidence and updated phenotype descriptions
637880078	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637880471	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637880534	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637880563	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
652472012	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
652472012	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
652509715	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
652509715	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
652519736	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
652519736	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
652595205	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
652595205	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
652882846	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
652882846	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384474	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384474	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384485	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384510	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384529	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384529	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384539	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384539	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384546	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637880221	2016-12-06	Update	
637880221	2021-02-22	Update	Removed VA on efficacy, edited phenotype descriptions.
637880221	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
637880425	2019-10-28	Update	Changed annotation to be specific for citalopram; took out evidence reported on drug class such SSRI or antidepressant
637880425	2021-02-09	Update	Minor edits to phenotype descriptions
637880425	2021-03-24	Update	CA score added as part of scoring system release. LOE assigned following curator review.
637880425	2021-03-25	Update	set level to 3 because of overlap in cohort
652779372	2020-10-05	Update	Removed duplicate VA. Level determined by score is level 3.
652779372	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384534	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384738	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384738	2020-03-02	Update	Removed all links to haplotypes.
655384738	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384738	2021-11-19	Update	Added PMID 31114289 to evidence and rewrote phenotype descriptions to fit LOE 4 template.
655384830	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384830	2022-07-28	Update	Switched CA to be on * alleles rather than the rsID.
655384563	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384568	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384578	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384582	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384582	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384592	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384592	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384602	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384602	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384607	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384607	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384616	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384635	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384645	2018-05-15	Update	Added PMID 29748863; reworded CA
655384645	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384645	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384670	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384679	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384679	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384694	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384694	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384703	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384724	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384724	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384767	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384772	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384781	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384794	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384794	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384804	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384804	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384809	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384809	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384813	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384817	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384821	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384821	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
1184747247	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
1184747247	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384587	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384587	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384597	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384597	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384611	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384626	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384626	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384674	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384799	2020-08-11	Update	Update to new format.
655384799	2020-08-11	Update	Restricted to etanercept and response phenotypes.
655384799	2021-02-08	Update	updated text, detach VAs from TNF a inhibitors drug class
655384799	2021-03-24	Update	CA score added as part of scoring system release. LOE assigned following curator review.
655384653	2017-03-28	Update	The annotation type was corrected to change from 'dosage' to 'metabolism/pk'.
655384653	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384653	2019-12-11	Update	added references
655384653	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384653	2021-05-18	Update	Migrate to CYP2C8 core allele *1
655384621	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384621	2020-08-14	Update	Edited phenotype descriptions
655384621	2021-02-09	Update	Minor edits to phenotype descriptions
655384621	2021-03-24	Update	CA score added as part of scoring system release. LOE assigned following curator review.
655384966	2017-10-23	Update	added PMID: 27217270
655384966	2020-03-10	Note	Removed haplotype based VA evidence
655384966	2020-10-13	Update	Altered language for x-linked genes to specify numbers of chromosomes.
655384966	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655385028	2017-12-11	Update	Added PMID 18466099
655385028	2018-06-14	Update	Reviewed.
655385028	2021-02-02	Update	updated text
655385028	2021-03-24	Update	CA score added as part of scoring system release. LOE assigned following curator review.
